nombre,marca,cantidades_disponibles,precio,precio_original,descripcion,referencia,url_producto,url_imagen
ELIE SAAB ELIXIR LOVE EAU DE PARFUM 100 Ml,,100ml,$220.000,,"UNA ODA A LA FEMINIDAD ABSOLUTA Un homenaje a la belleza y el aura de la mujer. Esta línea de fragancias está impregnada de la máxima sofisticación, con énfasis en la sensualidad radiante de la mujer. La franquicia ELIXIR evoca a una mujer cautivadora que luce su feminidad con naturalidad. EL AROMA DE LA PASIÓN La línea ELIXIR es un dúo de sensuales Eau de Parfum, concebidos como un vestido único y femenino. Adórnate con una fragancia dedicada a la seducción femenina. Adictivamente seductor, Elixir de ELIE SAAB es lo más parecido a una poción de amor que una mujer puede encontrar.",7249,https://www.rp-luxury.com/es/fragancias-femeninas/7249-5851-elie-saab-elixir-love-eau-de-parfum-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7249.jpg
GIVENCHY VERY IRRÉSISTIBLE EAU DE TOILETTE 80 Ml,,80ml,$249.300,,"Givenchy Very Irrésistible Eau de Toilette abraza deliciosamente el contraste de una elegancia alegre y atemporal. Más impertinente que nunca, esta fragancia floral aromática revela el encanto natural e inimitable de la mujer Very Irrésistible. Radiante y traviesa, nadie puede resistirse a su amor por la vida. La frescura y espontaneidad de su estela intensifican su poder de atracción único. Una explosión radiante de rosas, el eau de toilette se abre con la nota ácida y vivaz de Blackcurrant Bud. Un ícono desde su concepción en 2003, esta fragancia para la mujer incomparable está adornada con un ramo de rosas sensuales y la fantasía inesperada de anís estrellado picante. Nadie puede resistirse a ella. Very Irrésistible Eau de Toilette encarna la promesa de una estela intensamente fresca y audaz. Redescubrí la estela emblemática de Very Irrésistible Eau de Toilette en una nueva Botella diseñada con líneas facetadas. Ultra femenina, las líneas prismáticas de esta nueva botella adoptan una elegancia sofisticada que contrasta con la frescura de la laca rosa caramelo, uno de los colores favoritos de Hubert de Givenchy.",7225,https://www.rp-luxury.com/es/fragancias-femeninas/7225-5818-givenchy-very-irresistible-eau-de-toilette-80-ml.html#/29-talla-80ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7225.jpg
GIVENCHY VERY IRRÉSISTIBLE EAU DE PARFUM 80 Ml,,80ml,$293.300,,"Nacida de un encuentro inesperado, Givenchy Very Irrésistible Eau de Parfum le gusta jugar con las reglas. Luminosamente femenina y aún inigualable, esta fragancia floral es la promesa de una elegancia atemporal realzada por un toque de fantasía. Una dualidad singular subrayada por la estela intensa de una musa radiante y traviesa a la que nadie puede resistirse. Compuesta por 5 rosas de calidad excepcional, Very Irrésistible Eau de Parfum revela su impertinencia con el contraste ácido del aromático Anís Estrellado. En el fondo, la madera de Pachulí y la Vainilla amplifican la firma sensual y femenina de la fragancia para la mujer inimitable. Redescubrí la estela emblemática de Very Irrésistible Eau de Parfum en un nuevo escaparate diseñado con líneas facetadas. De aspecto ultrafemenino, las líneas prismáticas de este nuevo frasco abrazan una elegante sofisticación en contraste con la frescura de la laca de color violeta.",7224,https://www.rp-luxury.com/es/fragancias-femeninas/7224-5817-givenchy-very-irresistible-eau-de-parfum-80-ml.html#/29-talla-80ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7224.jpg
TOUS KIDS GIRL EAU DE TOILETTE 100 Ml,,100ml,$108.000,,¡A la peque de la casa también le gusta estar perfecta! Perfúmala como es debido. Hazte con esta fragancia y dale un toque de frescura a su ropa. ¡Te encantará!,7080,https://www.rp-luxury.com/es/fragancias-femeninas/7080-5681-tous-kids-girl-eau-de-toilette-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7080.jpg
TOMMY HILFIGER TOMMY NOW GIRL EDT 100 Ml,,100ml,$154.000,,"Tommy Girl Now combina el aroma fresco de la bergamota con la fragancia floral de la magnolia y la nota almizclada de la cachemira, contenidos en un práctico frasco que se puede llevar en el equipaje de mano.",7072,https://www.rp-luxury.com/es/fragancias-femeninas/7072-6449-tommy-hilfiger-tommy-now-girl-edt-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7072.jpg
KENZO FLOWER POPPY BOUQUET EDP 50 Ml,,50ml,$209.800,,"Flower By Kenzo Poppy Bouquet, el nuevo perfume ultra floral de Kenzo. Con Poppy Bouquet, la amapola desvela toda su generosidad en un ramo. El frescor de la Pera Nashi introduce una explosión floral muy pop: un sensual mix-and-match de Rosa Búlgara y Gardenia con fondo adictivo de Madera de Almendro.",7050,https://www.rp-luxury.com/es/fragancias-femeninas/7050-5658-kenzo-flower-poppy-bouquet-edp-50-ml.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7050.jpg
RALPH LAUREN BLUE EAU DE TOILETTE 125 Ml,,125ml,$285.000,,"Un perfume floral fresco para la mujer contemporánea. Seducción de un cielo eternamente azul y aguas bañadas por el sol. Proporciona un suave aroma de flores de lotus, gardenia, peonia rosa, rosa, flor denaranjo. Mezclado con notas de almizcle, ambrette y sándalo. Perfecto para el día y las ocasiones informales",7017,https://www.rp-luxury.com/es/fragancias-femeninas/7017-5631-ralph-lauren-blue-eau-de-toilette-125-ml.html#/30-talla-125ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\7017.jpg
ISSEY MIYAKE PETALE DE NECTAR EDT 90 Ml,,90ml,$185.900,$286.000,"Una fragancia que se viste de una naturalidad colmada de dulzura. Dominique Ropion ha ideado un jugo donde la dulzura proviene de la naturaleza, las flores y las frutas. El color cobre, combinado con una luz cenital, nos sumerge en una naturaleza floreciente y llena de luz.",6751,https://www.rp-luxury.com/es/fragancias-femeninas/6751-5233-issey-miyake-petale-de-nectar-edt-90-ml.html#/31-talla-90ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6751.jpg
LACOSTE L12.12 ROSE EDP 100 Ml,,100ml,$224.500,,"Nuestra Eau de toilette L.12.12 Blanc está inspirada en emblemático polo de Lacoste; se trata de una fragancia radiante femenina de esencia floral y frutal. La mandarina verde revitalizante y la esencia de menta fresca se funden con el fascinante almizcle y la dulzura de las rosas, creando una sensación de libertad y elegancia. El frasco y la caja tienen nuestro emblemático patrón «petit piqué», inspirado en el tejido de nuestros polos. Cada frasco cuenta también con el auténtico cocodrilo de Lacoste bordado, como en nuestros polos.",6592,https://www.rp-luxury.com/es/fragancias-femeninas/6592-5081-lacoste-l1212-rose-edp-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6592.jpg
LACOSTE TOUCH OF PINK EAU DE TOILETTE 90 Ml,,90ml,$224.500,,"Touch of Pink es una fragancia magnética y sensual. Diseñada para las mujeres independientes y espontáneas, uniendo de manera natural encanto y vitalidad. Las brillantes notas de naranja sanguina dan paso a un corazón femenino de jazmín, sobre una base sensual y adictiva de sándalo. El frasco, una oda a la feminidad alegre, presenta líneas voluptuosas y un atrevido color rosa.",6497,https://www.rp-luxury.com/es/fragancias-femeninas/6497-4997-lacoste-touch-of-pink-eau-de-toilette-90-ml.html#/31-talla-90ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6497.jpg
LACOSTE L.12.12 ROSE SPARKLING EDT 100 Ml,,100ml,$209.000,,"L.12.12 Rose Sparkling, inspirada en el icónico polo de Lacoste, es una fragancia vibrante y femenina con notas ambarinas y afrutadas. La jugosa mandarina y el lirio de los valles se compensan con un acorde de macarrón goloso, en capas sobre pachulí amaderado y vetiver para un efecto reconfortante. aroma que te enganchará. El frasco rediseñado y el paquete exterior presentan nuestra icónica textura 'petit piqué', un guiño a la tela de nuestros polos. El cocodrilo bordado metálico plateado añade un toque extra de brillo.",6494,https://www.rp-luxury.com/es/fragancias-femeninas/6494-4994-lacoste-l1212-rose-sparkling-edt-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6494.jpg
4711 REMIX EDITION SPARKLING ISLAND EDC 100 Ml,,100ml,$59.500,,"""Una fragancia creada como un cóctel burbujeante y refrescante de verano, con notas afrutadas de lima y aspectos acuáticos para la máxima sensación navideña de Good Vibes Only"". Alexandra Monet , perfumista ¡Una fragancia de verano que te aleja de la vida cotidiana con su armonía de notas de agua y limón!",6191,https://www.rp-luxury.com/es/fragancias-femeninas/6191-4721-4711-remix-edition-sparkling-island-edc-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6191.jpg
4711 FLORAL COLLECTION LILY OF THE VALLEY EDC 100 Ml,,100ml,$59.500,,El encantador y delicado aroma de 4711 Floral Collection Lily of the Valley representa elegancia moderna y suavidad cremosa.,6190,https://www.rp-luxury.com/es/fragancias-femeninas/6190-4720-4711-floral-collection-lily-of-the-valley-edc-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6190.jpg
TRUSSARDI PURE JASMINE EAU DE PARFUM 90 Ml,,90ml,$218.000,,"Trussardi Pure Jasmine -90 ml- interpreta a la mujer apasionada y libre de hoy. Mujeres soñadoras, vivaces y empoderadas, que no temen liberar su poder. ¿A qué huelen estas mujeres? JAZMÍN PURO es una introspección del «yo». Una fragancia reveladora.",6189,https://www.rp-luxury.com/es/fragancias-femeninas/6189-4719-trussardi-pure-jasmine-eau-de-parfum-90-ml.html#/31-talla-90ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6189.jpg
NARCISO RODRIGUEZ FOR HER FOREVER EDP 100 Ml 20 YEAR EDITION,,100ml,$318.000,,"FOR HER FOREVER edp de NARCISO RODRIGUEZ. Eau de parfum para mujer for her forever 20 year edition de Narciso Rodriguez. Narciso Rodriguez desvela una nueva fragancia para celebrar 20 años de una historia atemporal. La nueva versión de su icónica fragancia ""for her forever"" encarna a la perfección el homenaje de narciso a la gracia y la elegancia de la mujer. Un perfume luminoso, atemporal y sensual con notas inimitables de frangipani, gardenia, jazmín, nardo, osmanthus, corazón de almizcle y pachulí.",6173,https://www.rp-luxury.com/es/fragancias-femeninas/6173-4678-narciso-rodriguez-for-her-forever-edp-100-ml-20-year-edition.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6173.jpg
SALVATORE FERRAGAMO SIGNORINA LIBERA EDP,,30ml | 50ml | 100ml,$165.000,,"¡Un rayo de luz en tu día! El coraje de ser tú misma, y difundir tu energía. Sin miedo a ser diferente, sin límites, ¡solo confianza para ser libre! Una fragancia sofisticada y vanguardista que celebra la libertad y energía de la mujer. Abierta con notas de pera y bergamota, abrazadas por absoluto de rosa y néctar de ciruela, con un sutil rastro de madera de cashmere, azúcar rosa y ambroxan.",6171,https://www.rp-luxury.com/es/fragancias-femeninas/6171-4667-salvatore-ferragamo-signorina-libera-edp.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6171.jpg
NARCISO RODRIGUEZ ALL OF ME EAU DE PARFUM,,30ml | 50ml | 90ml,$192.000,,"All of me de narciso rodriguez: una fragancia para mí, toda yo. Revela todas tus facetas. All of me es la nueva fragancia para mujer de narciso rodriguez. Una fragancia polifacética, tan única como tú. Creada para realzar todos tus deseos y todas tus facetas... Cada nota está diseñada para expresar cada aspecto de tu personalidad. Da rienda suelta a toda tu personalidad con esta fragancia prismática.",6170,https://www.rp-luxury.com/es/fragancias-femeninas/6170-4664-narciso-rodriguez-all-of-me-eau-de-parfum.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6170.jpg
DOLCE & GABBANA DEVOTION EAU DE PARFUM,,50ml | 100ml,$270.000,,"Devotion Eau de Parfum es una fragancia gourmand que celebra los valores más nobles de la vida, una esencia inédita sellada por el icónico Sagrado Corazón. La fragancia Dolce&Gabbana Devotion Eau de Parfum es un viaje sensorial seductor y alentador capaz de evocar el conjunto de valores positivos más importantes para Dolce&Gabbana con el Sagrado Corazón como protagonista. Una creación olfativa con unos contrastes exquisitos: luminosa en las notas de salida y sensual en las de fondo. DISEÑO El Sagrado Corazón, símbolo tangible y universal del amor en todas sus formas y expresiones, ilumina el frasco de Devotion Eau de Parfum con sus inconfundibles adornos.",6169,https://www.rp-luxury.com/es/fragancias-femeninas/6169-4662-dolce-gabbana-devotion-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6169.jpg
CACHAREL YES I AM BLOOM UP EAU DE PARFUM,,30ml | 75ml,$179.900,,"¡Yes I Am Bloom Up! Este perfume de mujer es la nueva interpretación efervescente de la icónica firma YES I AM. Esta nueva fragancia está dedicada a las mujeres optimistas, capaces de superarse con glamour. ¡Un aroma chispeante, con un emblemático contraste de notas florales y afrutadas que te provocará una sonrisa al instante! ¡YES I AM Bloom Up!, el nuevo aroma de bienestar y optimismo. Un cremoso efervescente nunca antes visto de Cacharel, diseñado por los maestros perfumistas Honorine BLANC y Alexis GRUGEON.",6161,https://www.rp-luxury.com/es/fragancias-femeninas/6161-4655-cacharel-yes-i-am-bloom-up-eau-de-parfum.html#/27-talla-75ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6161.jpg
LANCOME LA VIE EST BELLE RECARGA EDP 100 Ml,,100ml,$289.000,,"Eau de Parfum Repartí felicidad con La Vie Est Belle, la fragancia femenina más vendida de Lancôme.",6138,https://www.rp-luxury.com/es/fragancias-femeninas/6138-4628-lancome-la-vie-est-belle-recarga-edp-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6138.jpg
ARMANI MY WAY RECARGA EAU DE PARFUM 100 Ml,,100ml,$265.000,,"MY WAY PARFUM es una invitación a un viaje de autodescubrimiento, capturando la sensación de afirmación de la vida de un paso hacia lo desconocido. Un bouquet intenso y amaderado, nacido del contraste entre el brillante nardo solar y el majestuoso azul Iris Pallida. Como resultado del innovador sistema de recarga de MY WAY, el abastecimiento responsable y sostenible de ingredientes y la protección de la biodiversidad a través de programas de preservación forestal, MY WAY PARFUM reduce su huella de carbono y su impacto en el medio ambiente. YO SOY LO QUE VIVO.",6137,https://www.rp-luxury.com/es/fragancias-femeninas/6137-4627-armani-my-way-recarga-eau-de-parfum-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6137.jpg
VERSACE DYLAN PURPLE EAU DE PARFUM,,30ml | 50ml | 100ml,$328.000,,"Dylan Purple es una fragancia tan brillante como elegante. Una efervescente bergamota se mezcla con los alegres tonos de la naranja recién recogida, mientras que los delicados aromas de la fresia proporcionan una explosión de color púrpura brillante. Las elegantes curvas del frasco recuerdan a un ánfora y evocan con fuerza la cultura y la mitología clásicas que recorren profundamente la imaginación de Versace. Las letras de estilo Baroque deletrean el nombre de la firma.",6107,https://www.rp-luxury.com/es/fragancias-femeninas/6107-4600-versace-dylan-purple-eau-de-parfum.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6107.jpg
LAPIDUS RUMBA FEVER EAU DE TOILETTE 100 Ml,,100ml,$90.900,$181.800,"Una oda a la peligrosamente adictiva energía latina. Inspirado en el rojo, el color por excelencia de la pasión y la tentación, Rumba Fever sube la temperatura y revisita este baile de encanto y atracción al ritmo de los sensuales movimientos de los cuerpos que se calientan. Una fragancia con corazón rojo para mujeres atrevidas que viven intensamente.",6106,https://www.rp-luxury.com/es/fragancias-femeninas/6106-4597-lapidus-rumba-fever-eau-de-toilette-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6106.jpg
OSCAR DE LA RENTA ALIBI EAU SENSUELLE EDP,,30ml | 100ml,$152.000,,"Alibi Sensuelle EdP: una fragancia elegante y misteriosa que irradia sensualidad y calidez. La fragancia se abre con encantadoras notas de mandarina, bergamota y té blanco antes de pasar a un corazón floral con rosa, osmanto y orquídea tigre. La base se compone de notas cálidas y seductoras de almizcle, ámbar y sándalo.",6105,https://www.rp-luxury.com/es/fragancias-femeninas/6105-4595-oscar-de-la-renta-alibi-eau-sensuelle-edp.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\6105.jpg
